GO	TERM	query_genes	universe_genes	term_genes_in_universe	overlap_genes	p_value	overlap_gene_ids	p_adj_BH	gene_ratio	background_ratio	enrichment_ratio	direction_set	overlap_symbols
GO:0002181	cytoplasmic translation	1479	9100	24	18	2.86770946971536e-10	51121;6133;6138;6139;6154;6155;6159;6160;6164;6175;6189;6201;6203;6210;6229;6232;7311;9349	3.38676488373384e-07	0.0121703853955375	0.00263736263736264	4.61460446247465	bacterial_higher_site_aware_eligible	RPL26L1;RPL9;RPL15;RPL17;RPL26;RPL27;RPL29;RPL31;RPL34;RPLP0;RPS3A;RPS7;RPS9;RPS15A;RPS24;RPS27;UBA52;RPL23
GO:0006412	translation	1479	9100	57	23	1.15079274699679e-05	100288805;1979;28998;29093;51023;6133;6138;6139;6154;6155;6159;6160;6164;6175;6189;6192;6201;6203;6210;6229;6232;64963;9349	0.00668877450834312	0.0155510480054091	0.00626373626373626	2.48271117279338	bacterial_higher_site_aware_eligible	HYDIN2;EIF4EBP2;MRPL13;MRPL22;MRPS18C;RPL9;RPL15;RPL17;RPL26;RPL27;RPL29;RPL31;RPL34;RPLP0;RPS3A;RPS4Y1;RPS7;RPS9;RPS15A;RPS24;RPS27;MRPS11;RPL23
GO:0006749	glutathione metabolic process	1479	9100	18	11	2.10916965964174e-05	10550;23657;26873;2936;2941;2948;2949;2954;3029;51022;6648	0.00668877450834312	0.00743745774171738	0.00197802197802198	3.7600480805349	bacterial_higher_site_aware_eligible	ARL6IP5;SLC7A11;OPLAH;GSR;GSTA4;GSTM4;GSTM5;GSTZ1;HAGH;GLRX2;SOD2
GO:0032981	mitochondrial respiratory chain complex I assembly	1479	9100	21	12	2.26546130680546e-05	137682;25880;284184;4696;4707;4709;4718;4724;51103;55471;84233;91942	0.00668877450834312	0.00811359026369168	0.00230769230769231	3.5158891142664	bacterial_higher_site_aware_eligible	NDUFAF6;TMEM186;NDUFAF8;NDUFA3;NDUFB1;NDUFB3;NDUFC2;NDUFS4;NDUFAF1;NDUFAF7;TMEM126A;NDUFAF2
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	1479	9100	13	9	2.96003740808074e-05	4696;4707;4709;4718;4724;4731;498;521;9551	0.0069916083578867	0.00608519269776876	0.00142857142857143	4.25963488843813	bacterial_higher_site_aware_eligible	NDUFA3;NDUFB1;NDUFB3;NDUFC2;NDUFS4;NDUFV3;ATP5F1A;ATP5ME;ATP5MF
GO:0009060	aerobic respiration	1479	9100	16	10	3.88332249322631e-05	113115;4191;4696;4707;4709;4718;4724;4731;847;9016	0.00764367310750045	0.00676132521974307	0.00175824175824176	3.84550371872887	bacterial_higher_site_aware_eligible	MTFR2;MDH2;NDUFA3;NDUFB1;NDUFB3;NDUFC2;NDUFS4;NDUFV3;CAT;SLC25A14
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	1479	9100	12	8	0.000127727861894537	4696;4697;4707;4709;4718;4724;4731;51103	0.0215495149853497	0.00540906017579446	0.00131868131868132	4.1018706333108	bacterial_higher_site_aware_eligible	NDUFA3;NDUFA4;NDUFB1;NDUFB3;NDUFC2;NDUFS4;NDUFV3;NDUFAF1
GO:0006096	glycolytic process	1479	9100	11	7	0.000531614913185829	2027;226;2821;5208;5224;5236;8870	0.0784796515590579	0.00473292765382015	0.00120879120879121	3.9154219681603	bacterial_higher_site_aware_eligible	ENO3;ALDOA;GPI;PFKFB2;PGAM2;PGM1;IER3
GO:0019731	antibacterial humoral response	1479	9100	21	10	0.000780647568652318	1667;1668;1669;4057;5266;6590;7018;728358;820;85236	0.102438308730932	0.00676132521974307	0.00230769230769231	2.929907595222	bacterial_higher_site_aware_eligible	DEFA1;DEFA3;DEFA4;LTF;PI3;SLPI;TF;DEFA1B;CAMP;H2BC12
GO:0050832	defense response to fungus	1479	9100	15	8	0.00104773893437466	1667;1668;1669;23765;6279;6280;6283;728358	0.120392937048147	0.00540906017579446	0.00164835164835165	3.28149650664864	bacterial_higher_site_aware_eligible	DEFA1;DEFA3;DEFA4;IL17RA;S100A8;S100A9;S100A12;DEFA1B
GO:0030317	flagellated sperm motility	1479	9100	29	12	0.00112135673795903	109;117144;221481;25911;2622;3622;493;51314;5360;81892;83853;84074	0.120392937048147	0.00811359026369168	0.00318681318681319	2.54598866895153	bacterial_higher_site_aware_eligible	ADCY3;CATSPER1;ARMC12;DPCD;GAS8;ING2;ATP2B4;NME8;PLTP;SLIRP;ROPN1L;QRICH2
GO:0050829	defense response to Gram-negative bacterium	1479	9100	26	11	0.00144754327634042	1667;1668;1669;3148;358;4057;6556;671;728358;820;85236	0.136809944400059	0.00743745774171738	0.00285714285714286	2.60311020960108	bacterial_higher_site_aware_eligible	DEFA1;DEFA3;DEFA4;HMGB2;AQP1;LTF;SLC11A1;BPI;DEFA1B;CAMP;H2BC12
GO:0006094	gluconeogenesis	1479	9100	19	9	0.0015059519705341	2027;2203;2821;3953;4191;5091;5224;5236;8604	0.136809944400059	0.00608519269776876	0.00208791208791209	2.91448702893135	bacterial_higher_site_aware_eligible	ENO3;FBP1;GPI;LEPR;MDH2;PC;PGAM2;PGM1;SLC25A12
GO:0034755	iron ion transmembrane transport	1479	9100	10	6	0.00211752529177658	3934;4057;55240;6556;7018;93380	0.17862838354201	0.00405679513184584	0.0010989010989011	3.69168356997972	bacterial_higher_site_aware_eligible	LCN2;LTF;STEAP3;SLC11A1;TF;MMGT1
GO:0006958	complement activation, classical pathway	1479	9100	21	9	0.00352163547218825	1378;1604;51279;712;715;718;720;721;722	0.277270099510289	0.00608519269776876	0.00230769230769231	2.6369168356998	bacterial_higher_site_aware_eligible	CR1;CD55;C1RL;C1QA;C1R;C3;C4A;C4B;C4BPA
GO:0034765	regulation of monoatomic ion transmembrane transport	1479	9100	41	14	0.00387071462576707	11280;117144;2040;23327;23416;26251;3748;3762;3763;3772;4734;6335;777;8645	0.281600907744672	0.0094658553076403	0.00450549450549451	2.10095812925675	bacterial_higher_site_aware_eligible	SCN11A;CATSPER1;STOM;NEDD4L;KCNH3;KCNG2;KCNC3;KCNJ5;KCNJ6;KCNJ15;NEDD4;SCN9A;CACNA1E;KCNK5
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	1479	9100	29	11	0.00405352703781492	1667;1668;1669;4057;4283;6280;6283;728358;820;85236;8993	0.281600907744672	0.00743745774171738	0.00318681318681319	2.3338229465389	bacterial_higher_site_aware_eligible	DEFA1;DEFA3;DEFA4;LTF;CXCL9;S100A9;S100A12;DEFA1B;CAMP;H2BC12;PGLYRP1
GO:0042742	defense response to bacterium	1479	9100	55	17	0.00498197725505639	1991;2209;26253;306;3240;338339;3586;3934;440823;56833;58484;6279;6280;6283;6556;81035;820	0.326873063234533	0.0114942528735632	0.00604395604395604	1.90177638453501	bacterial_higher_site_aware_eligible	ELANE;FCGR1A;CLEC4E;ANXA3;HP;CLEC4D;IL10;LCN2;MIAT;SLAMF8;NLRC4;S100A8;S100A9;S100A12;SLC11A1;COLEC12;CAMP
GO:0002227	innate immune response in mucosa	1479	9100	15	7	0.0056826635800743	1667;1668;1669;4057;728358;820;85236	0.353222404635144	0.00473292765382015	0.00164835164835165	2.87130944331756	bacterial_higher_site_aware_eligible	DEFA1;DEFA3;DEFA4;LTF;DEFA1B;CAMP;H2BC12
GO:0021762	substantia nigra development	1479	9100	19	8	0.00669758251279107	10409;11240;4129;4155;445582;60;7531;998	0.395492247380312	0.00540906017579446	0.00208791208791209	2.59065513682787	bacterial_higher_site_aware_eligible	BASP1;PADI2;MAOB;MBP;POTEE;ACTB;YWHAE;CDC42
GO:0006813	potassium ion transport	1479	9100	27	10	0.00735682154266185	11261;23416;26251;358;3762;3763;3772;3777;8645;9196	0.413733630565888	0.00676132521974307	0.00296703296703297	2.278817018506	bacterial_higher_site_aware_eligible	CHP1;KCNH3;KCNG2;AQP1;KCNJ5;KCNJ6;KCNJ15;KCNK3;KCNK5;KCNAB3
GO:0045087	innate immune response	1479	9100	195	45	0.00777870793180941	10321;10621;1604;1669;2161;2209;23569;23601;23643;23765;26253;2852;3148;3149;353514;3718;383;3934;4734;51279;5266;5294;5468;55161;57126;58484;6279;6280;6283;647087;6590;671;7100;712;715;720;721;722;81035;820;8635;8876;89790;8993;92610	0.41757518488486	0.0304259634888438	0.0214285714285714	1.41987829614604	bacterial_higher_site_aware_eligible	CRISP3;POLR3F;CD55;DEFA4;F12;FCGR1A;PADI4;CLEC5A;LY96;IL17RA;CLEC4E;GPER1;HMGB2;HMGB3;LILRA5;JAK3;ARG1;LCN2;NEDD4;C1RL;PI3;PIK3CG;PPARG;TMEM33;CD177;NLRC4;S100A8;S100A9;S100A12;STMP1;SLPI;BPI;TLR5;C1QA;C1R;C4A;C4B;C4BPA;COLEC12;CAMP;RNASET2;VNN1;SIGLEC10;PGLYRP1;TIFA
GO:0061024	membrane organization	1479	9100	16	7	0.00870351320147687	11261;163590;1718;4155;51128;55161;56681	0.446906482214964	0.00473292765382015	0.00175824175824176	2.69185260311021	bacterial_higher_site_aware_eligible	CHP1;TOR1AIP2;DHCR24;MBP;SAR1B;TMEM33;SAR1A
GO:0007155	cell adhesion	1479	9100	167	39	0.0103491537492749	10024;10154;10562;10686;1294;1545;1824;196264;2015;2050;214;23145;2352;3687;3691;3730;388698;3915;4059;43;4607;4974;51330;57126;5818;6094;632;6324;660;7087;728577;79937;8727;8861;89790;9080;92211;953;960	0.509264607412236	0.026369168356998	0.0183516483516484	1.43688282663881	bacterial_higher_site_aware_eligible	TROAP;PLXNC1;OLFM4;CLDN16;COL7A1;CYP1B1;DSC2;MPZL3;ADGRE1;EPHB4;ALCAM;SSPOP;FOLR3;ITGAX;ITGB4;ANOS1;FLG2;LAMC1;BCAM;ACHE;MYBPC3;OMG;TNFRSF12A;CD177;NECTIN1;ROM1;BGLAP;SCN1B;BMX;ICAM5;CNTNAP3B;CNTNAP3;CTNNAL1;LDB1;SIGLEC10;CLDN9;CDHR1;ENTPD1;CD44
GO:0022617	extracellular matrix disassembly	1479	9100	13	6	0.0111436725550233	1513;1991;285590;3915;4317;4318	0.526427091499303	0.00405679513184584	0.00142857142857143	2.83975659229209	bacterial_higher_site_aware_eligible	CTSK;ELANE;SH3PXD2B;LAMC1;MMP8;MMP9
GO:0006909	phagocytosis	1479	9100	33	11	0.0121764915156498	1053;1089;1265;1991;306;3953;56882;6556;7087;79767;9936	0.553093710768554	0.00743745774171738	0.00362637362637363	2.0509353166554	bacterial_higher_site_aware_eligible	CEBPE;CEACAM4;CNN2;ELANE;ANXA3;LEPR;CDC42SE1;SLC11A1;ICAM5;ELMO3;CD302
GO:0060048	cardiac muscle contraction	1479	9100	17	7	0.0127536598008808	23630;2548;3757;4607;6324;6327;7136	0.557854526845936	0.00473292765382015	0.00186813186813187	2.53350833233902	bacterial_higher_site_aware_eligible	KCNE5;GAA;KCNH2;MYBPC3;SCN1B;SCN2B;TNNI2
GO:0000422	autophagy of mitochondrion	1479	9100	21	8	0.0133373334600586	11345;1513;493856;51024;55062;65991;84557;84749	0.562549672011757	0.00540906017579446	0.00230769230769231	2.3439260761776	bacterial_higher_site_aware_eligible	GABARAPL2;CTSK;CISD2;FIS1;WIPI1;FUNDC2;MAP1LC3A;USP30
GO:0098703	calcium ion import across plasma membrane	1479	9100	10	5	0.0138536924625146	11280;493;6335;7226;777	0.564179682697579	0.00338066260987153	0.0010989010989011	3.0764029749831	bacterial_higher_site_aware_eligible	SCN11A;ATP2B4;SCN9A;TRPM2;CACNA1E
GO:0016226	iron-sulfur cluster assembly	1479	9100	14	6	0.01686165291223	122961;150274;27247;51218;57128;9054	0.626538762389262	0.00405679513184584	0.00153846153846154	2.6369168356998	bacterial_higher_site_aware_eligible	ISCA2;HSCB;NFU1;GLRX5;LYRM4;NFS1
GO:0009306	protein secretion	1479	9100	26	9	0.0174504986842012	26958;284119;374969;55240;57333;5864;5872;780776;9545	0.626538762389262	0.00608519269776876	0.00285714285714286	2.12981744421907	bacterial_higher_site_aware_eligible	COPG2;CAVIN1;SVBP;STEAP3;RCN3;RAB3A;RAB13;TVP23A;RAB3D
GO:0048870	cell motility	1479	9100	18	7	0.0179985860673035	11280;3691;445582;60;604;653781;79767	0.626538762389262	0.00473292765382015	0.00197802197802198	2.3927578694313	bacterial_higher_site_aware_eligible	SCN11A;ITGB4;POTEE;ACTB;BCL6;POTEJ;ELMO3
GO:0031640	killing of cells of another organism	1479	9100	22	8	0.018037525758878	1667;1668;1669;4057;6283;728358;85236;8993	0.626538762389262	0.00540906017579446	0.00241758241758242	2.23738398180589	bacterial_higher_site_aware_eligible	DEFA1;DEFA3;DEFA4;LTF;S100A12;DEFA1B;H2BC12;PGLYRP1
GO:0055088	lipid homeostasis	1479	9100	22	8	0.018037525758878	1071;148534;285848;51;51128;5468;8309;8660	0.626538762389262	0.00540906017579446	0.00241758241758242	2.23738398180589	bacterial_higher_site_aware_eligible	CETP;TLCD4;PNPLA1;ACOX1;SAR1B;PPARG;ACOX2;IRS2
GO:0001578	microtubule bundle formation	1479	9100	11	5	0.0220479213928723	10112;11261;55755;6249;84722	0.723294310138394	0.00338066260987153	0.00120879120879121	2.79672997725736	bacterial_higher_site_aware_eligible	KIF20A;CHP1;CDK5RAP2;CLIP1;PSRC1
GO:0003351	epithelial cilium movement involved in extracellular fluid movement	1479	9100	11	5	0.0220479213928723	161582;25911;2622;53340;83853	0.723294310138394	0.00338066260987153	0.00120879120879121	2.79672997725736	bacterial_higher_site_aware_eligible	DNAAF4;DPCD;GAS8;SPA17;ROPN1L
GO:0035195	miRNA-mediated post-transcriptional gene silencing	1479	9100	19	7	0.0245908381407691	100861532;106631777;109864271;109864279;109910379;284454;648691	0.764257364322324	0.00473292765382015	0.00208791208791209	2.26682324472439	bacterial_higher_site_aware_eligible	RNA45SN5;RNA45SN1;RNA45SN4;RNA45SN2;RNA45SN3;MIR23AHG;LL22NC03-63E9.3
GO:0086091	regulation of heart rate by cardiac conduction	1479	9100	19	7	0.0245908381407691	1824;23630;3757;3762;6324;6327;7531	0.764257364322324	0.00473292765382015	0.00208791208791209	2.26682324472439	bacterial_higher_site_aware_eligible	DSC2;KCNE5;KCNH2;KCNJ5;SCN1B;SCN2B;YWHAE
GO:1902600	proton transmembrane transport	1479	9100	41	12	0.0261066373915971	1349;27109;389015;498;521;55002;6556;8604;9016;90423;9167;9551	0.790562532294261	0.00811359026369168	0.00450549450549451	1.80082125364864	bacterial_higher_site_aware_eligible	COX7B;DMAC2L;SLC9A4;ATP5F1A;ATP5ME;TMCO3;SLC11A1;SLC25A12;SLC25A14;ATP6V1E2;COX7A2L;ATP5MF
GO:0006869	lipid transport	1479	9100	28	9	0.0285071875838599	1071;10809;1119;118987;124976;4833;5360;79135;81575	0.841674713413462	0.00608519269776876	0.00307692307692308	1.97768762677485	bacterial_higher_site_aware_eligible	CETP;STARD10;CHKA;PDZD8;SPNS2;NME4;PLTP;APOO;APOLD1
GO:0120009	intermembrane lipid transfer	1479	9100	24	8	0.0307722224055354	1071;153768;388121;51228;5360;64241;6770;706	0.883933675179501	0.00540906017579446	0.00263736263736264	2.0509353166554	bacterial_higher_site_aware_eligible	CETP;PRELID2;TNFAIP8L3;GLTP;PLTP;ABCG8;STAR;TSPO
GO:0032715	negative regulation of interleukin-6 production	1479	9100	20	7	0.032663894094561	11213;27342;3082;3586;5004;51738;671	0.883933675179501	0.00473292765382015	0.0021978021978022	2.15348208248817	bacterial_higher_site_aware_eligible	IRAK3;RABGEF1;HGF;IL10;ORM1;GHRL;BPI
GO:0006693	prostaglandin metabolic process	1479	9100	12	5	0.0328363090255116	1645;22949;3248;51;9536	0.883933675179501	0.00338066260987153	0.00131868131868132	2.56366914581925	bacterial_higher_site_aware_eligible	AKR1C1;PTGR1;HPGD;ACOX1;PTGES
GO:0030198	extracellular matrix organization	1479	9100	47	13	0.033072983672741	1294;1299;1308;196264;30001;4317;4318;64116;7428;81577;83716;91522;9509	0.883933675179501	0.00878972278566599	0.00516483516483517	1.70183994360767	bacterial_higher_site_aware_eligible	COL7A1;COL9A3;COL17A1;MPZL3;ERO1A;MMP8;MMP9;SLC39A8;VHL;GFOD2;CRISPLD2;COL23A1;ADAMTS2
GO:1990573	potassium ion import across plasma membrane	1479	9100	16	6	0.0336807920263146	3757;3762;3763;3772;482;8645	0.883933675179501	0.00405679513184584	0.00175824175824176	2.30730223123732	bacterial_higher_site_aware_eligible	KCNH2;KCNJ5;KCNJ6;KCNJ15;ATP1B2;KCNK5
GO:0006006	glucose metabolic process	1479	9100	29	9	0.0355576323678434	1374;1432;2548;5163;5165;51738;5236;55276;8660	0.912903561443979	0.00608519269776876	0.00318681318681319	1.90949150171365	bacterial_higher_site_aware_eligible	CPT1A;MAPK14;GAA;PDK1;PDK3;GHRL;PGM1;PGM2;IRS2
GO:0006364	rRNA processing	1479	9100	48	13	0.0388421932786838	10360;22803;51118;5303;54059;54512;6023;6154;6155;6201;6229;6232;9775	0.940060261843083	0.00878972278566599	0.00527472527472528	1.66638494478251	bacterial_higher_site_aware_eligible	NPM3;XRN2;UTP11;PIN4;YBEY;EXOSC4;RMRP;RPL26;RPL27;RPS7;RPS24;RPS27;EIF4A3
GO:0021766	hippocampus development	1479	9100	25	8	0.0390033470197384	10501;2258;22803;306;3480;493;582;7531	0.940060261843083	0.00540906017579446	0.00274725274725275	1.96889790398918	bacterial_higher_site_aware_eligible	SEMA6B;FGF13;XRN2;ANXA3;IGF1R;ATP2B4;BBS1;YWHAE
GO:0042391	regulation of membrane potential	1479	9100	25	8	0.0390033470197384	1145;23327;23416;340273;3757;4734;57053;64116	0.940060261843083	0.00540906017579446	0.00274725274725275	1.96889790398918	bacterial_higher_site_aware_eligible	CHRNE;NEDD4L;KCNH3;ABCB5;KCNH2;NEDD4;CHRNA10;SLC39A8
GO:0060041	retina development in camera-type eye	1479	9100	21	7	0.0423271744118123	22803;23287;2916;4149;43;5204;5818	0.994607824980438	0.00473292765382015	0.00230769230769231	2.0509353166554	bacterial_higher_site_aware_eligible	XRN2;AGTPBP1;GRM6;MAX;ACHE;PFDN5;NECTIN1
GO:0042832	defense response to protozoan	1479	9100	17	6	0.0450955914220057	1667;3566;3586;383;6556;728358	0.994607824980438	0.00405679513184584	0.00186813186813187	2.1715785705763	bacterial_higher_site_aware_eligible	DEFA1;IL4R;IL10;ARG1;SLC11A1;DEFA1B
GO:0070830	bicellular tight junction assembly	1479	9100	17	6	0.0450955914220057	10686;143098;55334;5872;79778;9080	0.994607824980438	0.00405679513184584	0.00186813186813187	2.1715785705763	bacterial_higher_site_aware_eligible	CLDN16;MPP7;SLC39A9;RAB13;MICALL2;CLDN9
GO:0030041	actin filament polymerization	1479	9100	13	5	0.0463942068195667	10093;22921;2934;79778;9050	0.994607824980438	0.00338066260987153	0.00142857142857143	2.36646382691007	bacterial_higher_site_aware_eligible	ARPC4;MSRB2;GSN;MICALL2;PSTPIP2
GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	1479	9100	13	5	0.0463942068195667	2852;30008;3586;5468;6648	0.994607824980438	0.00338066260987153	0.00142857142857143	2.36646382691007	bacterial_higher_site_aware_eligible	GPER1;EFEMP2;IL10;PPARG;SOD2
GO:0043410	positive regulation of MAPK cascade	1479	9100	59	15	0.0467813572423706	128239;2321;2322;2852;3082;3480;3489;353514;3672;5148;51738;55715;7039;79930;998	0.994607824980438	0.0101419878296146	0.00648351648351648	1.56427269914395	bacterial_higher_site_aware_eligible	IQGAP3;FLT1;FLT3;GPER1;HGF;IGF1R;IGFBP6;LILRA5;ITGA1;PDE6G;GHRL;DOK4;TGFA;DOK3;CDC42
GO:0001501	skeletal system development	1479	9100	35	10	0.047161759694246	117166;249;285590;4318;51668;5549;632;7227;9061;9770	0.994607824980438	0.00676132521974307	0.00384615384615385	1.7579445571332	bacterial_higher_site_aware_eligible	WFIKKN1;ALPL;SH3PXD2B;MMP9;IFT25;PRELP;BGLAP;TRPS1;PAPSS1;RASSF2
GO:0006396	RNA processing	1479	9100	45	12	0.051331788621558	125144;22803;26768;283596;3191;54512;5936;6080;619383;6310;780853;8106	1	0.00811359026369168	0.00494505494505495	1.64074825332432	bacterial_higher_site_aware_eligible	SNHG29;XRN2;SNORA73B;SNHG10;HNRNPL;EXOSC4;RBM4;SNORA73A;SCARNA9;ATXN1;SNORD3C;PABPN1
GO:0032868	response to insulin	1479	9100	31	9	0.0530382820505703	1432;1513;249;3586;4149;56729;6272;847;9852	1	0.00608519269776876	0.00340659340659341	1.78629850160309	bacterial_higher_site_aware_eligible	MAPK14;CTSK;ALPL;IL10;MAX;RETN;SORT1;CAT;EPM2AIP1
GO:0006695	cholesterol biosynthetic process	1479	9100	22	7	0.0536623437831817	10449;1717;1718;1727;3422;3930;7108	1	0.00473292765382015	0.00241758241758242	1.95771098408015	bacterial_higher_site_aware_eligible	ACAA2;DHCR7;DHCR24;CYB5R3;IDI1;LBR;TM7SF2
GO:0001895	retina homeostasis	1479	9100	18	6	0.0586440940993568	4057;445582;482;60;653781;7018	1	0.00405679513184584	0.00197802197802198	2.0509353166554	bacterial_higher_site_aware_eligible	LTF;POTEE;ATP1B2;ACTB;POTEJ;TF
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	1479	9100	18	6	0.0586440940993568	10178;1088;214;56971;5817;5818	1	0.00405679513184584	0.00197802197802198	2.0509353166554	bacterial_higher_site_aware_eligible	TENM1;CEACAM8;ALCAM;CEACAM19;PVR;NECTIN1
GO:0007218	neuropeptide signaling pathway	1479	9100	27	8	0.0595655711326115	10178;1241;53831;5443;6272;6752;84634;8620	1	0.00540906017579446	0.00296703296703297	1.8230536148048	bacterial_higher_site_aware_eligible	TENM1;LTB4R;GPR84;POMC;SORT1;SSTR2;KISS1R;NPFF
GO:0000132	establishment of mitotic spindle orientation	1479	9100	14	5	0.0628011812125314	137886;29899;55755;84080;89958	1	0.00338066260987153	0.00153846153846154	2.1974306964165	bacterial_higher_site_aware_eligible	UBXN2B;GPSM2;CDK5RAP2;ENKD1;SAPCD2
GO:0015914	phospholipid transport	1479	9100	14	5	0.0628011812125314	1071;153768;388121;5360;64241	1	0.00338066260987153	0.00153846153846154	2.1974306964165	bacterial_higher_site_aware_eligible	CETP;PRELID2;TNFAIP8L3;PLTP;ABCG8
GO:0016311	dephosphorylation	1479	9100	32	9	0.0635662987231383	1033;2203;249;51205;5494;55;5530;5723;632	1	0.00608519269776876	0.00351648351648352	1.73047667342799	bacterial_higher_site_aware_eligible	CDKN3;FBP1;ALPL;ACP6;PPM1A;ACP3;PPP3CA;PSPH;BGLAP
GO:0005978	glycogen biosynthetic process	1479	9100	10	4	0.0643523643112949	2632;2992;5261;9852	1	0.00270453008789723	0.0010989010989011	2.46112237998648	bacterial_higher_site_aware_eligible	GBE1;GYG1;PHKG2;EPM2AIP1
GO:0008089	anterograde axonal transport	1479	9100	10	4	0.0643523643112949	1176;23095;24137;8120	1	0.00270453008789723	0.0010989010989011	2.46112237998648	bacterial_higher_site_aware_eligible	AP3S1;KIF1B;KIF4A;AP3B2
GO:0030534	adult behavior	1479	9100	10	4	0.0643523643112949	23657;582;6712;91978	1	0.00270453008789723	0.0010989010989011	2.46112237998648	bacterial_higher_site_aware_eligible	SLC7A11;BBS1;SPTBN2;TPGS1
GO:0043388	positive regulation of DNA binding	1479	9100	10	4	0.0643523643112949	3148;4318;5468;7295	1	0.00270453008789723	0.0010989010989011	2.46112237998648	bacterial_higher_site_aware_eligible	HMGB2;MMP9;PPARG;TXN
GO:0045333	cellular respiration	1479	9100	10	4	0.0643523643112949	1345;1349;4697;4724	1	0.00270453008789723	0.0010989010989011	2.46112237998648	bacterial_higher_site_aware_eligible	COX6C;COX7B;NDUFA4;NDUFS4
GO:0071294	cellular response to zinc ion	1479	9100	10	4	0.0643523643112949	3777;4495;4496;706	1	0.00270453008789723	0.0010989010989011	2.46112237998648	bacterial_higher_site_aware_eligible	KCNK3;MT1G;MT1H;TSPO
GO:0045471	response to ethanol	1479	9100	37	10	0.0661920562926432	1374;1513;3248;3480;4129;498;6279;632;7428;847	1	0.00676132521974307	0.00406593406593407	1.66292052701789	bacterial_higher_site_aware_eligible	CPT1A;CTSK;HPGD;IGF1R;MAOB;ATP5F1A;S100A8;BGLAP;VHL;CAT
GO:0042274	ribosomal small subunit biogenesis	1479	9100	23	7	0.0667209508638296	51118;6189;6201;6203;6210;6229;6232	1	0.00473292765382015	0.00252747252747253	1.8725931152071	bacterial_higher_site_aware_eligible	UTP11;RPS3A;RPS7;RPS9;RPS15A;RPS24;RPS27
GO:0022900	electron transport chain	1479	9100	28	8	0.071988924552112	2110;217;23498;2936;4129;4835;51022;7264	1	0.00540906017579446	0.00307692307692308	1.7579445571332	bacterial_higher_site_aware_eligible	ETFDH;ALDH2;HAAO;GSR;MAOB;NQO2;GLRX2;GFUS
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	1479	9100	19	6	0.0743609814648588	10079;26958;51560;55850;6892;84084	1	0.00405679513184584	0.00208791208791209	1.9429913526209	bacterial_higher_site_aware_eligible	ATP9A;COPG2;RAB6B;USE1;TAPBP;RAB6C
GO:0000226	microtubule cytoskeleton organization	1479	9100	58	14	0.0777781755547389	10190;10381;10382;260334;283431;347688;4744;55755;582;6905;79929;80086;84617;90417	1	0.0094658553076403	0.00637362637362637	1.48516005688839	bacterial_higher_site_aware_eligible	TXNDC9;TUBB3;TUBB4A;TUBB8B;GAS2L3;TUBB8;NEFH;CDK5RAP2;BBS1;TBCE;MAP6D1;TUBA4B;TUBB6;KNSTRN
GO:0007417	central nervous system development	1479	9100	43	11	0.07832050679575	10501;10842;124540;1349;22907;2934;4155;4807;56034;686;84662	1	0.00743745774171738	0.00472527472527473	1.57397361510763	bacterial_higher_site_aware_eligible	SEMA6B;PPP1R17;MSI2;COX7B;DHX30;GSN;MBP;NHLH1;PDGFC;BTD;GLIS2
GO:0071805	potassium ion transmembrane transport	1479	9100	43	11	0.07832050679575	23416;26251;3249;358;3748;3757;3777;389015;55002;8645;9196	1	0.00743745774171738	0.00472527472527473	1.57397361510763	bacterial_higher_site_aware_eligible	KCNH3;KCNG2;HPN;AQP1;KCNC3;KCNH2;KCNK3;SLC9A4;TMCO3;KCNK5;KCNAB3
GO:0006882	intracellular zinc ion homeostasis	1479	9100	15	5	0.0820446155852968	4495;4496;55334;55630;64116	1	0.00338066260987153	0.00164835164835165	2.0509353166554	bacterial_higher_site_aware_eligible	MT1G;MT1H;SLC39A9;SLC39A4;SLC39A8
GO:0015701	bicarbonate transport	1479	9100	15	5	0.0820446155852968	116369;51700;55630;64116;762	1	0.00338066260987153	0.00164835164835165	2.0509353166554	bacterial_higher_site_aware_eligible	SLC26A8;CYB5R2;SLC39A4;SLC39A8;CA4
GO:0030574	collagen catabolic process	1479	9100	15	5	0.0820446155852968	1513;4317;4318;79137;9509	1	0.00338066260987153	0.00164835164835165	2.0509353166554	bacterial_higher_site_aware_eligible	CTSK;MMP8;MMP9;RETREG2;ADAMTS2
GO:0071280	cellular response to copper ion	1479	9100	15	5	0.0820446155852968	358;359;4495;4496;84557	1	0.00338066260987153	0.00164835164835165	2.0509353166554	bacterial_higher_site_aware_eligible	AQP1;AQP2;MT1G;MT1H;MAP1LC3A
GO:0007596	blood coagulation	1479	9100	34	9	0.0883365284930402	2153;2157;2161;2677;5627;7056;9060;953;966	1	0.00608519269776876	0.00373626373626374	1.62868392793223	bacterial_higher_site_aware_eligible	F5;F8;F12;GGCX;PROS1;THBD;PAPSS2;ENTPD1;CD59
